transaction_id,user_id,date,time,amount,merchant_name,category,payment_mode,transaction_type,city,day_of_week,month,weekend_flag,festival_flag,recurring_flag,location_type,fraud_label,notes
TXN-101851,41,2026-04-22,09:59:13,1376.08,Water Bill,Utilities,Debit Card,Expense,Mumbai,Wednesday,4,False,False,True,Home City,0,Synthetic transaction (High Saver)
TXN-101852,31,2025-10-09,11:45:13,1905.43,Domino's,Food,UPI,Expense,Delhi,Thursday,10,False,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101853,68,2026-05-19,23:20:13,712.22,Starbucks,Food,UPI,Expense,Mumbai,Tuesday,5,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101854,10,2025-12-13,20:31:13,1640.16,Swiggy,Food,Credit Card,Expense,Mumbai,Saturday,12,True,True,False,Home City,0,Synthetic transaction (Family User)
TXN-101855,50,2025-10-10,23:12:13,20761.44,Flipkart,Shopping,Debit Card,Expense,Delhi,Friday,10,False,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101856,87,2026-07-14,07:51:13,5427.75,Amazon,Shopping,Credit Card,Expense,Delhi,Tuesday,7,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101857,83,2026-02-24,16:54:13,1964.19,BookMyShow,Entertainment,Debit Card,Expense,Delhi,Tuesday,2,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101858,60,2025-12-23,23:36:13,1605.14,Uber,Travel,Credit Card,Expense,Bengaluru,Tuesday,12,False,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101859,18,2026-07-07,03:22:13,764.48,Domino's,Food,Net Banking,Expense,Bengaluru,Tuesday,7,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101860,63,2026-04-08,01:12:13,165.23,Zomato,Food,UPI,Expense,Delhi,Wednesday,4,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101861,66,2026-01-30,06:45:13,63113.65,Company Payroll,Salary,UPI,Income,Bengaluru,Friday,1,False,False,True,Home City,0,Synthetic transaction (Working Professional)
TXN-101862,32,2025-09-13,16:40:13,1165.5,Ola,Travel,Debit Card,Expense,Bengaluru,Saturday,9,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101863,78,2026-07-08,05:59:13,2919.23,PVR,Entertainment,Net Banking,Expense,Bengaluru,Wednesday,7,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101864,12,2026-06-06,08:26:13,1639.0,Rapido,Travel,Credit Card,Expense,Mumbai,Saturday,6,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101865,70,2026-06-23,19:03:13,885.95,Domino's,Food,Credit Card,Expense,Delhi,Tuesday,6,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101866,77,2025-08-27,09:58:13,2763.45,Rapido,Travel,Debit Card,Expense,Delhi,Wednesday,8,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101867,81,2026-03-20,18:23:13,321.66,KFC,Food,Credit Card,Expense,Bengaluru,Friday,3,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-101868,5,2026-06-18,01:15:13,1317.19,Starbucks,Food,UPI,Expense,Delhi,Thursday,6,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101869,87,2025-09-05,02:05:13,14326.86,Ajio,Shopping,UPI,Expense,Bengaluru,Friday,9,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101870,49,2025-09-01,06:21:13,600.04,PVR,Entertainment,Net Banking,Expense,Mumbai,Monday,9,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-101871,1,2026-07-11,06:37:13,4427.93,BookMyShow,Entertainment,Credit Card,Expense,Bengaluru,Saturday,7,True,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101872,7,2026-03-11,04:36:13,1249.29,Electricity Bill,Utilities,Credit Card,Expense,Mumbai,Wednesday,3,False,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-101873,6,2026-03-15,21:57:13,2554.88,Ajio,Shopping,UPI,Expense,Mumbai,Sunday,3,True,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101874,67,2026-07-19,11:10:13,396.19,General Store,Recharge,Credit Card,Expense,Delhi,Sunday,7,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-101875,1,2025-10-20,10:59:13,2841.57,Flipkart,Shopping,Credit Card,Expense,Bengaluru,Monday,10,False,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101876,7,2026-02-08,16:39:13,1455.1,Electricity Bill,Utilities,Net Banking,Expense,Delhi,Sunday,2,True,False,True,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101877,44,2026-06-23,06:46:13,528.7,BookMyShow,Entertainment,Net Banking,Expense,Delhi,Tuesday,6,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-101878,29,2025-10-30,03:34:13,23867.94,Amazon,Shopping,Credit Card,Expense,Delhi,Thursday,10,False,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101879,94,2026-04-03,09:14:13,1178.76,Apollo Pharmacy,Healthcare,UPI,Expense,Bengaluru,Friday,4,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101880,81,2026-07-07,07:51:13,250.51,Uber,Travel,Debit Card,Expense,Bengaluru,Tuesday,7,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-101881,2,2026-06-22,23:30:13,503.19,Uber,Travel,Debit Card,Expense,Delhi,Monday,6,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101882,56,2026-04-26,12:10:13,352.02,McDonald's,Food,Debit Card,Expense,Delhi,Sunday,4,True,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-101883,26,2025-09-13,23:39:13,3405.33,Udemy,Education,Credit Card,Expense,Delhi,Saturday,9,True,False,True,Home City,0,Synthetic transaction (Family User)
TXN-101884,4,2026-04-17,20:18:13,263.86,Zomato,Food,Net Banking,Expense,Bengaluru,Friday,4,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101885,66,2026-04-22,00:51:13,791.23,McDonald's,Food,UPI,Expense,Mumbai,Wednesday,4,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101886,74,2025-12-18,04:07:13,1057.26,KFC,Food,Net Banking,Expense,Delhi,Thursday,12,False,True,False,Home City,0,Synthetic transaction (Family User)
TXN-101887,11,2025-12-02,12:27:13,2181.23,Electricity Bill,Utilities,Credit Card,Expense,Mumbai,Tuesday,12,False,True,True,Home City,0,Synthetic transaction (Working Professional)
TXN-101888,92,2026-02-01,05:22:13,469.5,McDonald's,Food,Net Banking,Expense,Bengaluru,Sunday,2,True,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-101889,27,2026-02-17,13:14:13,2119.98,Starbucks,Food,UPI,Expense,Delhi,Tuesday,2,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101890,66,2026-04-07,19:53:13,546.92,Starbucks,Food,Debit Card,Expense,Delhi,Tuesday,4,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101891,32,2025-11-23,14:54:13,10829.75,Flipkart,Shopping,Net Banking,Expense,Delhi,Sunday,11,True,True,False,Home City,0,Synthetic transaction (Family User)
TXN-101892,73,2026-08-04,22:30:13,1131.66,McDonald's,Food,UPI,Expense,Delhi,Tuesday,8,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101893,59,2026-05-03,17:34:13,1434.93,Domino's,Food,Debit Card,Expense,Delhi,Sunday,5,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101894,3,2026-03-09,22:07:13,2277.72,Uber,Travel,Credit Card,Expense,Delhi,Monday,3,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101895,80,2025-09-05,01:01:13,1190.18,PVR,Entertainment,Net Banking,Expense,Mumbai,Friday,9,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101896,64,2025-10-11,10:38:13,1853.45,Rapido,Travel,Credit Card,Expense,Delhi,Saturday,10,True,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101897,84,2025-09-24,11:08:13,4515.66,Rapido,Travel,Net Banking,Expense,Mumbai,Wednesday,9,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101898,19,2026-03-17,12:52:13,204.71,Uber,Travel,Credit Card,Expense,Delhi,Tuesday,3,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101899,14,2025-11-02,05:35:13,2400.8,Ola,Travel,UPI,Expense,Bengaluru,Sunday,11,True,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101900,95,2026-07-03,01:16:13,130.69,PVR,Entertainment,UPI,Expense,Delhi,Friday,7,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-101901,79,2025-10-22,10:39:13,2906.9,MedPlus,Healthcare,Net Banking,Expense,Mumbai,Wednesday,10,False,True,False,Home City,0,Synthetic transaction (Family User)
TXN-101902,10,2026-06-11,00:00:13,607.07,Zomato,Food,Credit Card,Expense,Delhi,Thursday,6,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101903,49,2026-03-06,16:43:13,1069.7,McDonald's,Food,Credit Card,Expense,Mumbai,Friday,3,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101904,86,2026-05-03,08:58:13,1639.95,Starbucks,Food,Debit Card,Expense,Bengaluru,Sunday,5,True,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101905,81,2026-06-28,02:05:13,764.54,PVR,Entertainment,UPI,Expense,Mumbai,Sunday,6,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-101906,64,2025-10-21,22:03:13,628.03,General Store,Recharge,Debit Card,Expense,Mumbai,Tuesday,10,False,True,False,Home City,0,Synthetic transaction (Student)
TXN-101907,21,2025-10-13,18:56:13,4261.13,Amazon,Shopping,Debit Card,Expense,Bengaluru,Monday,10,False,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101908,1,2026-06-24,10:56:13,774.59,Ajio,Shopping,Credit Card,Expense,Delhi,Wednesday,6,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101909,67,2025-08-12,19:41:13,1880.41,Electricity Bill,Utilities,Credit Card,Expense,Mumbai,Tuesday,8,False,False,True,Home City,0,Synthetic transaction (Working Professional)
TXN-101910,34,2026-04-01,15:57:13,15338.04,Amazon,Shopping,Credit Card,Expense,Mumbai,Wednesday,4,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101911,45,2026-04-06,06:04:13,3291.93,Udemy,Education,Net Banking,Expense,Bengaluru,Monday,4,False,False,True,Home City,0,Synthetic transaction (Family User)
TXN-101912,93,2026-01-19,15:05:13,2725.94,Rapido,Travel,Debit Card,Expense,Bengaluru,Monday,1,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101913,60,2026-05-14,15:11:13,2637.41,Uber,Travel,Credit Card,Expense,Mumbai,Thursday,5,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101914,29,2026-02-20,11:43:13,566.57,BookMyShow,Entertainment,Debit Card,Expense,Bengaluru,Friday,2,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101915,93,2026-06-13,15:39:13,597.62,Rapido,Travel,Debit Card,Expense,Delhi,Saturday,6,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101916,8,2026-01-05,02:54:13,847.36,Uber,Travel,Credit Card,Expense,Bengaluru,Monday,1,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101917,93,2025-08-11,20:01:13,2527.47,Myntra,Shopping,Debit Card,Expense,Delhi,Monday,8,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101918,71,2026-08-05,06:14:13,2366.85,Ajio,Shopping,Credit Card,Expense,Bengaluru,Wednesday,8,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101919,58,2025-10-21,12:49:13,1663.02,Ajio,Shopping,UPI,Expense,Delhi,Tuesday,10,False,True,False,Home City,0,Synthetic transaction (Student)
TXN-101920,72,2025-12-06,16:30:13,4556.9,Zomato,Food,Credit Card,Expense,Bengaluru,Saturday,12,True,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101921,38,2026-05-19,19:31:13,883.13,Gas Bill,Utilities,UPI,Expense,Delhi,Tuesday,5,False,False,True,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101922,96,2025-08-30,17:14:13,955.64,Swiggy,Food,Credit Card,Expense,Delhi,Saturday,8,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101923,15,2026-03-12,11:53:13,337.37,Zomato,Food,Debit Card,Expense,Delhi,Thursday,3,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101924,54,2026-05-02,17:34:13,4104.64,Ajio,Shopping,Credit Card,Expense,Mumbai,Saturday,5,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101925,45,2025-11-24,06:06:13,3973.07,Myntra,Shopping,Credit Card,Expense,Bengaluru,Monday,11,False,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101926,55,2026-03-11,07:00:13,1986.15,Myntra,Shopping,UPI,Expense,Bengaluru,Wednesday,3,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101927,30,2025-10-09,03:35:13,27116.83,Amazon,Shopping,Credit Card,Expense,Delhi,Thursday,10,False,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101928,4,2025-10-31,07:48:13,4004.34,Rapido,Travel,Credit Card,Expense,Delhi,Friday,10,False,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101929,44,2026-07-03,15:30:13,8925.97,PVR,Entertainment,Debit Card,Expense,Pune,Friday,7,False,False,False,Unrecognized City,1,Synthetic transaction (Food Lover)
TXN-101930,39,2026-06-01,09:45:13,1670.54,Myntra,Shopping,UPI,Expense,Delhi,Monday,6,False,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101931,26,2026-04-07,09:19:13,1744.31,Pizza Hut,Food,Net Banking,Expense,Delhi,Tuesday,4,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101932,100,2025-11-07,09:41:13,546.12,Swiggy,Food,Debit Card,Expense,Bengaluru,Friday,11,False,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101933,53,2026-01-28,08:27:13,900.81,McDonald's,Food,Net Banking,Expense,Bengaluru,Wednesday,1,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101934,52,2026-05-06,14:59:13,1250.02,Flipkart,Shopping,Credit Card,Expense,Mumbai,Wednesday,5,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101935,62,2026-06-08,14:08:13,2158.15,Ajio,Shopping,UPI,Expense,Bengaluru,Monday,6,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101936,6,2026-01-17,21:54:13,623.78,Zomato,Food,Debit Card,Expense,Bengaluru,Saturday,1,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-101937,65,2026-06-23,05:35:13,529.0,Ola,Travel,UPI,Expense,Delhi,Tuesday,6,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101938,37,2026-05-01,13:20:13,1718.11,Apollo Pharmacy,Healthcare,Net Banking,Expense,Bengaluru,Friday,5,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101939,68,2026-02-09,02:30:13,1115.53,Ajio,Shopping,Net Banking,Expense,Delhi,Monday,2,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-101940,12,2026-07-01,02:42:13,566.51,KFC,Food,UPI,Expense,Delhi,Wednesday,7,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101941,16,2025-11-12,10:04:13,3237.34,Myntra,Shopping,UPI,Expense,Bengaluru,Wednesday,11,False,True,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101942,86,2025-11-18,01:19:13,3210.49,Ajio,Shopping,Debit Card,Expense,Mumbai,Tuesday,11,False,True,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101943,82,2026-01-01,02:48:13,759.28,KFC,Food,Net Banking,Expense,Mumbai,Thursday,1,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101944,97,2026-03-18,07:18:13,840.73,BookMyShow,Entertainment,Debit Card,Expense,Bengaluru,Wednesday,3,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101945,94,2026-02-17,22:43:13,10855.5,Flipkart,Shopping,Debit Card,Expense,Bengaluru,Tuesday,2,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101946,98,2025-08-22,15:34:13,4443.92,Domino's,Food,Net Banking,Expense,Bengaluru,Friday,8,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101947,83,2025-11-13,10:41:13,1679.3,Pizza Hut,Food,Credit Card,Expense,Delhi,Thursday,11,False,True,False,Home City,0,Synthetic transaction (Family User)
TXN-101948,76,2026-01-19,12:10:13,2324.76,Myntra,Shopping,Net Banking,Expense,Bengaluru,Monday,1,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101949,63,2026-05-30,12:24:13,699.44,KFC,Food,Credit Card,Expense,Bengaluru,Saturday,5,True,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-101950,21,2025-11-29,11:02:13,28733.35,Myntra,Shopping,Debit Card,Expense,Bengaluru,Saturday,11,True,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101951,58,2026-06-27,10:55:13,4424.24,Myntra,Shopping,Debit Card,Expense,Delhi,Saturday,6,True,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101952,36,2026-04-05,08:23:13,1289.05,KFC,Food,UPI,Expense,Bengaluru,Sunday,4,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101953,76,2026-04-18,05:14:13,374.55,General Store,Recharge,UPI,Expense,Delhi,Saturday,4,True,False,False,Home City,0,Synthetic transaction (Student)
TXN-101954,69,2026-06-05,10:42:13,884.62,BookMyShow,Entertainment,Credit Card,Expense,Mumbai,Friday,6,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101955,30,2026-05-12,17:48:13,240.01,KFC,Food,UPI,Expense,Delhi,Tuesday,5,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-101956,97,2026-02-23,21:04:13,968.73,Gas Bill,Utilities,Debit Card,Expense,Bengaluru,Monday,2,False,False,True,Home City,0,Synthetic transaction (High Saver)
TXN-101957,24,2025-10-11,19:13:13,1805.67,PVR,Entertainment,UPI,Expense,Bengaluru,Saturday,10,True,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101958,36,2025-11-16,06:39:13,28439.1,Udemy,Education,UPI,Expense,Pune,Sunday,11,True,True,True,Unrecognized City,1,Synthetic transaction (Freelancer)
TXN-101959,33,2025-12-10,02:11:13,3833.43,Broadband,Utilities,Net Banking,Expense,Delhi,Wednesday,12,False,True,True,Home City,0,Synthetic transaction (Family User)
TXN-101960,17,2025-08-27,05:26:13,986.53,Starbucks,Food,Credit Card,Expense,Bengaluru,Wednesday,8,False,False,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101961,70,2025-10-06,14:47:13,2085.7,Broadband,Utilities,Debit Card,Expense,Delhi,Monday,10,False,True,True,Home City,0,Synthetic transaction (Family User)
TXN-101962,13,2025-12-12,03:53:13,2072.04,KFC,Food,Debit Card,Expense,Bengaluru,Friday,12,False,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101963,50,2025-10-24,15:30:13,9662.42,Myntra,Shopping,Net Banking,Expense,Delhi,Friday,10,False,True,False,Home City,0,Synthetic transaction (Family User)
TXN-101964,84,2026-06-24,08:53:13,3507.71,Rapido,Travel,Net Banking,Expense,Delhi,Wednesday,6,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101965,55,2026-05-21,13:07:13,1298.08,Starbucks,Food,UPI,Expense,Mumbai,Thursday,5,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101966,86,2025-12-12,00:16:13,3592.21,Rapido,Travel,Debit Card,Expense,Delhi,Friday,12,False,True,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101967,25,2026-05-14,00:55:13,846.89,Gas Bill,Utilities,Credit Card,Expense,Delhi,Thursday,5,False,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-101968,64,2026-04-09,04:25:13,17549.68,Flipkart,Shopping,Debit Card,Expense,Bengaluru,Thursday,4,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101969,58,2025-12-01,06:22:13,290.31,Uber,Travel,Credit Card,Expense,Bengaluru,Monday,12,False,True,False,Home City,0,Synthetic transaction (Student)
TXN-101970,7,2026-04-21,08:59:13,223.11,General Store,Recharge,Debit Card,Expense,Bengaluru,Tuesday,4,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-101971,80,2026-08-03,14:13:13,1668.5,MedPlus,Healthcare,Net Banking,Expense,Mumbai,Monday,8,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-101972,16,2025-08-19,07:26:13,13631.93,Ajio,Shopping,UPI,Expense,Delhi,Tuesday,8,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101973,54,2026-02-04,03:50:13,1650.09,Broadband,Utilities,Debit Card,Expense,Mumbai,Wednesday,2,False,False,True,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101974,49,2025-11-13,20:31:13,1075.72,McDonald's,Food,Net Banking,Expense,Delhi,Thursday,11,False,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101975,97,2026-04-04,18:58:13,2083.37,Myntra,Shopping,UPI,Expense,Delhi,Saturday,4,True,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101976,13,2026-02-14,19:46:13,4598.43,Uber,Travel,Debit Card,Expense,Delhi,Saturday,2,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101977,90,2026-01-17,01:59:13,1294.98,Water Bill,Utilities,UPI,Expense,Bengaluru,Saturday,1,True,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-101978,88,2026-05-17,11:27:13,2466.28,Zomato,Food,UPI,Expense,Mumbai,Sunday,5,True,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101979,50,2025-12-26,20:09:13,1468.03,Electricity Bill,Utilities,UPI,Expense,Delhi,Friday,12,False,True,True,Home City,0,Synthetic transaction (Freelancer)
TXN-101980,24,2026-06-27,01:52:13,2301.91,Ola,Travel,Net Banking,Expense,Delhi,Saturday,6,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-101981,24,2026-04-04,10:57:13,952.85,Flipkart,Shopping,UPI,Expense,Mumbai,Saturday,4,True,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-101982,7,2025-08-15,13:33:13,4051.61,Udemy,Education,Debit Card,Expense,Delhi,Friday,8,False,False,True,Home City,0,Synthetic transaction (Family User)
TXN-101983,14,2026-02-04,20:21:13,2706.71,Udemy,Education,Debit Card,Expense,Bengaluru,Wednesday,2,False,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-101984,80,2025-10-02,09:47:13,1673.3,Gas Bill,Utilities,Credit Card,Expense,Mumbai,Thursday,10,False,True,True,Home City,0,Synthetic transaction (Working Professional)
TXN-101985,59,2026-01-16,19:25:13,1283.46,Domino's,Food,UPI,Expense,Mumbai,Friday,1,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101986,8,2025-08-05,01:12:13,2033.1,Apollo Pharmacy,Healthcare,Credit Card,Expense,Mumbai,Tuesday,8,False,False,False,Home City,0,Synthetic transaction (High Saver)
TXN-101987,24,2025-08-26,17:46:13,1650.85,Water Bill,Utilities,Debit Card,Expense,Bengaluru,Tuesday,8,False,False,True,Home City,0,Synthetic transaction (Freelancer)
TXN-101988,3,2025-12-13,23:20:13,3920.62,PVR,Entertainment,Debit Card,Expense,Bengaluru,Saturday,12,True,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101989,47,2026-01-19,10:08:13,3300.32,Uber,Travel,UPI,Expense,Delhi,Monday,1,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101990,36,2025-10-21,15:28:13,889.96,Pizza Hut,Food,Credit Card,Expense,Mumbai,Tuesday,10,False,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101991,35,2026-07-07,10:18:13,324.68,General Store,Recharge,Debit Card,Expense,Bengaluru,Tuesday,7,False,False,False,Home City,0,Synthetic transaction (Student)
TXN-101992,66,2025-11-14,02:54:13,63514.06,Myntra,Shopping,UPI,Expense,Kolkata,Friday,11,False,True,False,Unrecognized City,1,Synthetic transaction (Family User)
TXN-101993,5,2026-07-13,11:11:13,4621.5,Flipkart,Shopping,Debit Card,Expense,Delhi,Monday,7,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-101994,73,2025-08-17,17:20:13,376.96,Pizza Hut,Food,UPI,Expense,Mumbai,Sunday,8,True,False,False,Home City,0,Synthetic transaction (Freelancer)
TXN-101995,37,2025-10-01,06:26:13,746.05,Domino's,Food,Net Banking,Expense,Delhi,Wednesday,10,False,True,False,Home City,0,Synthetic transaction (Food Lover)
TXN-101996,47,2025-10-09,09:39:13,451.77,General Store,Recharge,Debit Card,Expense,Mumbai,Thursday,10,False,True,False,Home City,0,Synthetic transaction (Student)
TXN-101997,99,2026-02-10,22:57:13,6120.16,Ajio,Shopping,Credit Card,Expense,Bengaluru,Tuesday,2,False,False,False,Home City,0,Synthetic transaction (Family User)
TXN-101998,12,2025-08-14,11:36:13,1862.25,Ola,Travel,UPI,Expense,Delhi,Thursday,8,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-101999,67,2025-12-04,23:40:13,4900.32,Flipkart,Shopping,Credit Card,Expense,Delhi,Thursday,12,False,True,False,Home City,0,Synthetic transaction (Working Professional)
TXN-102000,60,2025-11-11,04:29:13,1275.74,Pizza Hut,Food,Net Banking,Expense,Delhi,Tuesday,11,False,True,False,Home City,0,Synthetic transaction (Family User)
TXN-102001,79,2025-11-25,21:11:13,3155.75,Ajio,Shopping,Net Banking,Expense,Bengaluru,Tuesday,11,False,True,False,Home City,0,Synthetic transaction (Freelancer)
TXN-102002,6,2026-04-06,01:13:13,1902.96,Zomato,Food,Debit Card,Expense,Delhi,Monday,4,False,False,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-102003,15,2026-07-24,23:59:13,4680.12,Electricity Bill,Utilities,Net Banking,Expense,Mumbai,Friday,7,False,False,True,Home City,0,Synthetic transaction (Family User)
TXN-102004,14,2026-04-08,01:18:13,2276.95,Myntra,Shopping,Net Banking,Expense,Bengaluru,Wednesday,4,False,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-102005,62,2026-04-25,21:52:13,1409.91,Ola,Travel,UPI,Expense,Mumbai,Saturday,4,True,False,False,Home City,0,Synthetic transaction (Frequent Traveller)
TXN-102006,4,2025-12-20,22:00:13,3890.22,KFC,Food,Debit Card,Expense,Mumbai,Saturday,12,True,True,False,Home City,0,Synthetic transaction (Luxury Spender)
TXN-102007,19,2026-04-12,00:29:13,223.36,Ola,Travel,Debit Card,Expense,Delhi,Sunday,4,True,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-102008,70,2026-06-22,12:34:13,536.4,Starbucks,Food,Debit Card,Expense,Bengaluru,Monday,6,False,False,False,Home City,0,Synthetic transaction (Working Professional)
TXN-102009,22,2026-07-15,10:36:13,2210.69,Gas Bill,Utilities,Credit Card,Expense,Bengaluru,Wednesday,7,False,False,True,Home City,0,Synthetic transaction (Family User)
